         161960 function calls (161273 primitive calls) in 37.307 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1020    0.001    0.000    0.003    0.000 <frozen _collections_abc>:892(__iter__)
       51    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/email/feedparser.py:182(close)
       36    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1593(find_spec)
       17    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:1266(emit)
      357    0.001    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/requests/utils.py:345(to_key_val_list)
      102    0.001    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/urllib3/response.py:635(release_conn)
       51    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/urllib3/connectionpool.py:258(_get_conn)
        1    0.000    0.000    0.002    0.002 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/internals/managers.py:2121(create_block_manager_from_column_arrays)
      102    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/requests/utils.py:838(select_proxy)
      459    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/email/_policybase.py:293(header_source_parse)
      102    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/http/cookiejar.py:1599(make_cookies)
       47    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/json/__init__.py:299(loads)
        1    0.002    0.002    0.002    0.002 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pyarrow/fs.py:135(_resolve_filesystem_and_path)
      153    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/email/message.py:620(get_content_maintype)
        1    0.000    0.000    0.002    0.002 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/io/parquet.py:85(_get_path_or_handle)
      153    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/requests/cookies.py:521(cookiejar_from_dict)
      102    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/urllib3/response.py:801(_fp_read)
      524    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/enum.py:726(__call__)
9590/9497    0.002    0.000    0.002    0.000 {built-in method builtins.len}
      561    0.001    0.000    0.002    0.000 <frozen os>:680(__getitem__)
        1    0.000    0.000    0.002    0.002 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/io/common.py:664(get_handle)
       30    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:1137(flush)
      459    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/urllib/parse.py:164(hostname)
      765    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/email/_policybase.py:311(header_fetch_parse)
       11    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:751(_compile_bytecode)
      106    0.001    0.000    0.002    0.000 <frozen posixpath>:256(expanduser)
     1317    0.001    0.000    0.002    0.000 {built-in method _abc._abc_instancecheck}
       51    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/http/client.py:213(_read_headers)
       47    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/json/decoder.py:332(decode)
       11    0.002    0.000    0.002    0.000 {built-in method marshal.loads}
        4    0.000    0.000    0.002    0.001 <frozen importlib._bootstrap>:1390(_handle_fromlist)
       51    0.002    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/socket.py:304(makefile)
       30    0.002    0.000    0.002    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
